source_id,pf,pf_error,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,radius_gspphot,ew_espels_halpha,spectraltype_esphs
4685863440872872576,4.373376679654117,1.4446897E-4,6302.3896,3.8802,-0.3226,4082.1252,0.5063,2.0509,-0.036910113,F
5881792750773412864,1.2483081669995784,5.7749305E-5,,,,,,,0.20591502,F
4310105582554237696,3.0445075196489504,5.0637515E-5,3990.3176,4.0878,-0.6027,419.5244,6.7605,1.1838,,
4310150658230447360,4.361337286711082,9.0824836E-4,4673.464,3.2392,0.3404,917.4912,8.8451,4.0288,,
4310522675425308672,4.4058345562215475,8.447601E-4,5146.408,3.1898,-0.1304,1220.7461,8.0714,5.5196,-0.035717055,M
4176629677004713472,4.00637030853487,1.6898711E-4,5527.4263,2.8684,-1.1711,4540.1147,2.0426,7.836,0.121855676,F
5699042480743325312,5.027339263902005,3.683678E-5,6088.317,2.298,-0.0669,2354.8345,1.0489,24.6514,0.039178982,F
261927068718088832,2.8833921491325936,1.399132E-4,5350.5283,2.7991,-0.0967,2609.6677,1.1636,9.1941,0.10269362,unknown
255746713858482048,3.5151568766107433,1.10572786E-4,6318.4014,2.5227,-0.2488,3207.828,2.9333,17.1585,0.14137211,unknown
4652151761535894144,2.527674191224129,2.2826278E-4,,,,,,,0.10122845,G
4652166192629858432,5.830023754806644,1.9691164E-4,6252.6265,3.6446,-0.0959,4218.63,0.5057,3.163,0.14192408,F
4652167670098265728,5.073992866838209,2.6842928E-4,,,,,,,0.014755528,F
4652169933485237760,3.109536883519156,4.1396925E-5,5471.441,3.8856,-0.2235,3101.0684,0.0331,1.853,0.08470359,F
4652183922258756736,5.072505806571479,3.600886E-4,,,,,,,0.24245565,F
4652188251585291136,2.8340953884235867,8.2200924E-5,5997.863,3.7745,-1.7547,3320.77,0.2595,1.8967,0.1271409,F
4652188835700647424,1.9868071884593326,3.1544907E-5,5720.2036,4.1873,-0.882,3023.0322,0.0055,1.4188,0.34667528,F
4652188870060427136,4.277944261101376,3.817934E-4,5914.3022,3.6414,0.0356,4593.429,0.003,3.156,0.17759174,F
4652192958871875456,2.7074489438982017,1.2759063E-4,,,,,,,0.08038195,unknown
4652196944600897536,3.5059480445510323,4.1354117E-5,5736.673,3.7229,-0.5715,3577.301,0.3507,2.3429,0.03407185,G
4652201583168337024,2.9703394973702344,6.6717024E-5,5643.085,3.7727,-0.872,3164.7507,0.3581,1.9652,-0.049150772,F
4652214364992624640,3.585660251695339,8.986086E-5,5304.3833,3.5469,-0.7353,3600.2495,0.1366,2.5679,0.06142087,F
4652214777309571328,3.2352339781878774,4.615293E-4,6011.2197,4.6367,-3.9746,2495.1265,0.0097,0.6742,-0.40771666,B
4652327614621999872,1.7965699117510059,6.276949E-6,6035.7363,4.4488,-1.0271,2293.934,0.3427,0.8496,-0.1861005,F
4652407019982302208,1.537830009221059,2.5621795E-5,5734.069,4.6211,-3.0605,2570.0732,0.0142,0.6661,,
4652689280928381952,2.1054246568796535,6.040549E-5,5377.1035,4.7357,-1.3673,2752.8672,0.003,0.5757,,
4909045712639882496,1.1165700601723572,2.1521666E-5,6474.274,3.3027,-1.0968,4434.283,0.1522,4.6248,0.11271538,B
5864184488751391744,4.824990713424613,1.280451E-4,,,,,,,0.08948649,F
2842394208144893184,1.4952582228319664,6.676044E-6,,,,,,,0.16658373,F
5918039491609445760,2.233738450735761,2.3256693E-4,5726.179,2.9671,0.0138,2679.0535,9.0E-4,7.8045,0.066121556,G
5884520226805297408,2.1685736496398023,1.399452E-4,3839.8696,4.0816,-1.2766,480.2291,5.2276,0.8742,,
5884600426769582336,5.629251146299056,5.1166647E-4,,,,,,,0.12879877,CSTAR
2947842664653933824,3.69396183669748,8.4174986E-5,5526.9526,2.6513,-3.4178,2512.0884,2.0105,10.5947,0.21601333,B
2948568273607650560,2.7817087802700864,1.1064562E-4,,,,,,,0.05638252,F
3133819112256378368,2.705480098251865,7.9027384E-5,,,,,,,0.13107081,G
3134002107923090944,2.427175714312686,1.2549304E-4,6329.58,2.8925,-0.4407,2030.3267,2.3742,8.8629,0.08335982,unknown
4052689157266932736,1.8438878371387013,3.0308342E-4,,,,,,,0.16663405,unknown
4189721291380078464,1.854115421058595,5.396891E-5,6808.444,3.6311,-1.1872,3513.2737,0.9103,2.869,0.19432983,G
4190143160245024256,5.376177765929336,4.5493074E-5,5737.224,1.879,-0.0744,1219.007,0.6641,43.8084,0.05777376,F
4685969200172814848,1.6805015404760488,4.0215065E-5,5627.823,4.6666,-2.4314,1773.6522,0.0386,0.6113,,
4685969749937787776,4.078942557752894,2.7119226E-4,,,,,,,0.47514158,B
4685970810803889408,2.9111559825849085,1.2297262E-4,5724.105,4.1763,-1.5763,2805.595,0.1903,1.3789,0.10304191,F
4685971639713905024,2.042318739079042,2.5722798E-5,5747.9995,4.322,-2.4754,2861.4011,0.023,1.0713,0.14323136,B
4685972086390325632,2.3586278286717186,1.6635988E-5,5564.256,4.4345,-1.6371,2257.843,0.0104,0.8923,0.028553456,F
4685972322546890880,2.2795756584530733,3.0012257E-5,6152.2827,4.3712,-1.0808,2603.2388,0.4311,0.9364,0.2529384,F
4685972911023931008,2.8670671646810497,3.1267806E-5,,,,,,,0.17048547,F
4685973185868211456,1.6205740007322074,3.454744E-5,,,,,,,,
4685973735624856960,1.5261037597262506,2.1348515E-5,,,,,,,0.38083354,B
4685973800013615616,4.561850033546611,1.4864616E-4,5782.0024,3.5163,-3.1177,3714.5115,0.457,2.5823,0.06286849,B
4685974044862341376,1.8875077451172488,4.018186E-5,5522.6914,4.6514,-1.2509,1846.5172,0.0175,0.6304,0.36164466,F
4685974629011180288,1.4539536806897282,5.174643E-5,5464.9897,4.6931,-3.7201,1952.175,0.0357,0.582,0.5221322,G
4685974800809850240,1.7493837915980608,1.7521555E-5,5682.738,4.6589,-1.1593,2166.317,0.0255,0.6529,-0.34023046,F
4685974869529278208,6.0690395454168975,4.1418354E-4,6019.6245,3.7789,-1.4839,2926.8335,0.5728,1.934,0.20561987,F
4685974869529289344,2.320635725066039,6.827982E-5,5197.966,4.3019,-3.7848,2269.183,0.0044,1.0077,-0.4258542,G
4685975243124895616,1.3462305859137322,6.534096E-6,5636.063,4.6188,-3.8478,2458.1416,0.0095,0.6635,,
4685975419251389312,1.397235960517398,3.1843087E-5,5568.238,4.3877,-4.0362,3321.9333,0.0091,0.9559,,
4685975552362643584,3.74952492692918,1.521273E-4,6099.4307,3.542,-0.7591,6088.227,0.4661,3.2686,0.21747112,G
4685975762882204800,2.5406279953597606,1.5597184E-4,5785.5522,3.7773,-1.211,3227.2312,0.5416,1.9079,0.17298353,F
4685975827241537536,1.5401877739711443,3.5777473E-5,5552.38,4.6801,-3.861,1792.0171,0.0341,0.596,-0.17133398,B
4685976823704612096,2.038080236336785,9.6316835E-5,5499.121,4.2753,-2.4845,2837.6812,0.0484,1.1338,,
4685977171631227776,3.132006413554987,1.6644412E-4,5860.762,4.1219,-1.5855,2779.9133,0.4835,1.5066,0.24143293,F
4685977205990996352,1.7963821004813583,5.4202388E-5,5461.088,4.3818,-2.4878,2623.2903,0.0436,0.9557,0.025697796,O
4685977304709409408,4.2907532711879846,1.272992E-4,,,,,,,0.049808923,B
4685977309079855232,2.9102102498313815,3.1392596E-5,5286.0347,4.2992,-2.3804,2231.698,0.0088,1.0428,0.15914573,F
4685978271145451392,1.508058840727875,1.7009013E-5,5576.892,4.6326,-1.1699,2379.2485,0.0075,0.6514,,
4685978576016773504,1.3174027016918857,1.4929494E-5,5481.293,4.6867,-0.8818,2412.0137,0.002,0.6345,,
4685978683462238336,1.9615777458962649,1.5054119E-5,5569.6104,4.468,-1.3668,2363.3044,0.0051,0.8487,0.14300625,F
4685978923980541056,3.2664864113652774,3.6998175E-4,6095.337,3.9351,-1.2845,3339.958,0.3678,1.5893,0.3411606,F
4685979366287320320,1.8469565402908683,7.5079304E-5,5573.4824,4.6783,-3.8479,1834.9579,0.2051,0.6003,0.06985949,unknown
4685979538089682944,1.997727871991992,5.2791278E-5,6220.819,3.9982,-1.4034,3788.6047,0.4149,1.464,0.23557778,G
4685979576815327232,3.9701285280276335,2.1890155E-4,5683.0933,3.662,-1.2822,3368.8325,0.3923,2.1814,0.047850363,F
4685979611174976384,1.4911249294847502,5.6347253E-5,5742.7197,4.6475,-2.1351,2077.9202,0.0104,0.6361,-0.04915353,B
4685979920380618752,1.6114720754427547,6.0585346E-5,,,,,,,,
4685979920412445824,4.6668296771605515,1.0647935E-4,,,,,,,0.30382597,unknown
4685979989131828352,1.4230145992273975,2.3404262E-5,5641.589,4.5404,-4.103,2102.1826,0.0435,0.7488,,
4685980916844728576,1.6793040739975802,3.850607E-5,5673.374,4.6249,-1.0061,2322.0186,0.0159,0.6762,0.0466138,A
4685980951204362240,2.2348713493658883,1.2112171E-4,,,,,,,0.11438534,B
4685981226050515968,1.7359247843772845,9.7715245E-5,,,,,,,,
4685981226082433920,1.9066161508039494,5.770923E-5,5248.409,4.5858,-3.9583,2004.2004,0.0049,0.679,0.58991903,F
4685981432240779008,1.8604896985542856,5.4987122E-5,5880.515,4.4847,-0.9085,2370.2102,0.0126,0.8068,-0.013290408,F
4685981500960256768,4.252524216712732,7.043539E-5,6308.731,3.6436,-0.338,4684.81,0.4584,3.0451,0.13427167,F
4685981604039369600,2.0769329873443687,5.6359055E-5,5381.146,4.28,-2.8349,2789.1096,0.0088,1.0991,-0.19762358,F
4685981741479155584,1.4953242395661124,2.3818142E-5,,,,,,,0.080457546,O
4685981810197713152,5.67827789933691,2.3829743E-4,5385.434,3.3198,-1.2107,4474.917,0.119,3.2612,0.07336556,F
4685982046351337344,1.7378268349060757,5.9805632E-5,5462.7163,4.7037,-3.715,1445.2623,0.1872,0.5786,,
4685982188154685056,1.7778783251184136,5.005323E-5,5769.3228,4.6343,-3.2123,2006.1753,0.0195,0.6437,,
4685982527420609664,1.8428623266585547,2.024196E-4,,,,,,,-0.2520033,B
4685983283301824128,1.595085593113567,2.2055034E-5,5584.5576,4.5493,-3.1984,2299.3945,0.0097,0.7355,0.22453627,F
4685983493825187456,1.4941218635341027,6.613041E-5,,,,,,,,
4685983493825201280,2.768546887091838,4.990424E-5,5649.1724,4.2208,-4.1246,2359.76,0.2674,1.2556,0.24515457,B
4685983528153035904,1.2085218048881563,3.1792577E-5,5874.7524,4.6142,-4.0273,2649.0576,0.0074,0.6816,,
4685983558187430016,1.5447083843568894,2.741151E-5,,,,,,,0.31129086,B
4685983768703025664,1.4592122805529515,3.143691E-5,5387.4155,4.6018,-1.2662,2337.8267,0.0073,0.6749,0.16316536,F
4685983803030717952,3.4592375756439537,7.3883355E-5,,,,,,,0.22566782,O
4685983940501651584,1.2806833913507232,2.2765733E-5,,,,,,,,
4685984108028536064,3.0173510160960175,2.6475074E-4,,,,,,,0.084127136,F
4685984279730182912,1.6356718294127637,2.3202605E-5,5584.165,4.671,-3.9132,2082.9124,0.0071,0.6053,0.14678374,G
4685984588971969280,1.727388484936274,6.1681945E-5,5682.9,4.5787,-1.9494,2339.189,0.0104,0.7084,0.52039605,A
4685985104368130944,1.5981317186690085,2.3422266E-5,5531.1265,4.7009,-1.9839,1851.118,0.0059,0.5892,0.34701937,unknown
4685985280498791168,1.4338835564401016,1.6236287E-5,5395.789,4.7083,-3.694,1843.8937,0.1294,0.567,,
4685985521049473408,5.3238316356316835,1.15508294E-4,5836.021,3.5989,-2.0638,3111.2673,0.364,2.3162,0.071007825,B
4685985654123974144,1.388258036201373,4.4815763E-5,6440.9077,4.5046,-3.3747,3056.113,0.0054,0.8187,,
4685985795927276928,5.234216790227264,3.3806724E-4,6066.807,3.5152,-0.7361,4706.365,0.3817,3.3765,0.07184379,F
4685986002053231744,1.115103630631115,4.670019E-5,5736.78,4.6428,-4.0892,2608.0764,0.0111,0.6468,,
4685986483121882112,2.0033002578511168,1.1287359E-4,5607.9985,4.6671,-3.9926,1721.3632,0.0527,0.6088,-0.034626428,B
4685986861081859712,1.8067723119650292,1.1424317E-5,5198.26,4.3871,-1.4947,2694.1711,0.0051,0.935,-0.20650978,A
4685987131592738432,4.76952812116472,8.516954E-5,,,,,,,0.26910305,G
4685987823154495360,3.973282410812494,1.5822575E-4,5904.693,3.6597,-2.4004,3553.7087,0.513,2.1547,0.11871341,B
4685988613428301056,1.877548226437223,2.9550243E-5,,,,,,,,
4685988750867161600,2.1075686452967455,1.2488516E-4,,,,,,,0.0996153,G
4685988957025691520,3.86059127477094,1.362236E-4,5440.7485,4.2034,-1.3647,2468.5518,0.0767,1.304,0.09651316,F
4685989231873138176,1.6751489056858164,1.8065462E-5,5483.5503,4.6958,-3.5681,1966.2283,0.0343,0.5826,0.11341214,F
4685989850378508672,1.5159806961581157,7.739338E-5,5553.1206,4.664,-3.9831,2319.7036,0.0195,0.6172,,
4685989884747525760,1.467316271186874,8.657776E-5,,,,,,,,
4685990022146885632,1.091907029749021,2.8750728E-5,,,,,,,,
4685990090896769152,1.595500664347539,1.3676242E-5,5742.297,4.5545,-2.1842,2014.6504,0.0068,0.7368,0.2029844,F
4685990537573300480,3.6666816252201273,5.6705833E-4,,,,,,,0.30130303,F
4685990709371857792,1.5165831542851615,2.580923E-5,5770.7134,4.6268,-2.8438,2048.8103,0.0139,0.6477,-0.09352744,unknown
4685990846780152320,2.0023005454286946,1.705629E-5,5614.7173,4.4757,-1.6365,2340.7495,0.0073,0.8366,0.10336628,G
4685990949889995520,2.2213681971121972,2.1829632E-5,5874.714,4.3522,-1.218,2807.0293,0.0178,1.0431,0.23467019,G
4685992079397237632,1.8600050900144747,2.5278321E-5,5362.694,4.5922,-4.0591,1898.6827,0.0173,0.6774,0.1059039,B
4685992118121622912,3.8250635696954687,1.2692944E-4,5763.1978,3.5873,-1.9318,4047.3616,0.3599,2.3481,0.20328426,G
4685992526064640512,2.2420376953062093,1.0921609E-4,5581.6797,4.4987,-3.5644,2609.4355,0.0303,0.8046,0.017959995,B
4685992564797958912,4.987354499439537,3.9316295E-4,5918.703,3.7248,-1.6312,2792.7239,0.6768,2.0302,0.14320798,G
4685993939187174784,1.557116794536173,4.8268557E-5,5951.834,4.5236,-3.7748,2714.394,0.0114,0.7854,-0.27955642,B
4685994076626160128,1.624858883867444,7.669183E-5,5557.528,4.6012,-2.4276,2207.1243,0.0064,0.6767,0.034411382,F
4685994518965321088,1.8777790319370486,1.4276402E-4,,,,,,,,
4685995141777981312,1.960658806394484,6.993995E-5,5620.648,4.2984,-3.6592,2935.8564,0.0137,1.1065,-0.18864645,G
4685995347905632256,2.9344193209477827,8.10332E-5,5554.27,4.2579,-2.4844,2527.0127,0.2726,1.1722,0.20103057,B
4686089871497989376,1.1583851497392201,4.3621916E-5,6081.5757,4.4823,-1.4254,2833.6772,0.1382,0.8037,-0.3432763,unknown
4686107498043712256,2.251990120374673,6.1761835E-5,5381.294,4.2415,-1.3437,2693.5278,0.0417,1.2223,0.03976004,F
4686167352707652608,1.4204551895056607,1.9437288E-5,5606.795,4.5943,-2.4666,2182.9624,0.0111,0.6872,-0.26078805,unknown
4686183467424697088,0.6408297881526629,3.0930569E-6,6953.85,4.5905,-2.9715,6977.5854,0.0052,0.8139,,
4686188037269885440,1.2811871456820485,1.868289E-5,5727.8267,4.6442,-3.2542,2019.3918,0.0148,0.6346,0.35168087,B
4686190335075668992,2.8980582748382213,2.9885485E-5,6179.097,3.9568,-1.3982,3305.1562,0.5561,1.5408,0.036146685,G
4686224797896169984,1.7313298641147001,2.3320772E-5,5733.175,4.6152,-3.8336,2606.1157,0.0064,0.6724,,
4686265342386468480,1.0310555413048486,9.814437E-6,5766.476,4.6444,-1.3962,2804.3108,0.008,0.6573,,
4686271011743590016,1.4201255819219976,2.2279912E-5,5631.792,4.6586,-2.3055,1907.8544,0.0395,0.6155,-0.25816792,F
4686276135639095808,3.0889510850952213,1.675388E-4,5796.26,4.1117,-1.0661,3099.6677,0.0077,1.5859,0.20456077,G
4686281010430594816,0.824637615040672,1.4205962E-5,6090.015,4.6821,-1.4536,4891.7266,0.0051,0.6693,,
4686292422157622656,1.4372868540474966,3.5983405E-5,5905.7954,4.6015,-1.5066,2439.466,0.0097,0.6944,0.046470933,F
4686308193277502720,1.7584092308069112,1.2566422E-5,6011.137,4.2902,-1.318,2599.149,0.4867,1.1541,0.5913426,unknown
4686310456720887680,2.120407311434211,1.3716103E-5,6107.9214,4.379,-0.9701,2671.9783,0.3135,0.9308,-0.13889888,F
4686316577054335616,2.4349177736096124,4.8243073E-5,6550.877,4.0702,-0.7897,3671.4626,0.4226,1.4889,-0.07496575,F
4686316641473217536,1.2994838338898185,1.0640487E-5,5716.2983,4.6445,-2.2844,2223.993,0.0133,0.633,0.3584531,B
4686322830526735616,1.7024961093681372,1.7388033E-5,5604.33,4.3671,-3.9684,2893.7122,0.0099,0.9907,,
4686334100520865792,1.6345539481842293,1.5639795E-5,5695.2803,4.5338,-1.7594,2307.2927,0.011,0.7626,0.1314438,F
4686336643141459072,1.465100403589742,1.9707812E-5,5674.0,4.6593,-2.7373,2059.711,0.0082,0.6206,0.46252695,F
4686340624573715456,1.590198826841066,4.1581952E-5,5541.813,4.6836,-3.5313,1798.512,0.0046,0.5945,0.49663293,unknown
4686345267435734656,1.736061005018194,4.84486E-5,5573.8896,4.6552,-1.481,1896.4825,0.0148,0.6249,0.31484956,F
4686347569539062784,2.0043695294328643,6.7623965E-5,6159.322,4.2751,-0.9427,3093.6003,0.4291,1.0653,-0.06027422,G
4686348737770157056,1.182605051934695,1.2678377E-4,6824.228,4.3028,-2.1154,4671.4424,0.1792,1.1688,0.5280161,F
4686350249598471424,1.5241257892992028,1.6893253E-5,,,,,,,,
4686351486549047424,3.1815920682230368,3.407333E-5,5640.7153,4.1603,-1.0374,2919.482,0.0252,1.4623,0.34805453,F
4686351860212287232,1.1428677543310186,2.10552E-5,5928.8726,4.6051,-2.273,2725.312,0.0054,0.6807,0.047178607,G
4686353372041032960,1.662178673361753,9.944943E-5,5924.4736,4.6118,-4.0775,2023.218,0.1345,0.6726,0.1593067,B
4686355437919077248,2.3152963731369125,9.280164E-5,5311.671,4.2769,-3.9926,2299.0728,0.0212,1.0825,0.07505599,unknown
4686358354195420160,1.3951588833838753,2.0470845E-5,,,,,,,,
4686358422916156800,1.4178537985718251,5.5657296E-5,5785.9272,4.6298,-3.9496,2188.9373,0.0066,0.6484,,
4686360591879705088,1.741077204668776,5.6296194E-5,5426.2637,4.3417,-1.5708,2680.6482,0.0113,1.0286,-0.31314054,G
4686363512457348736,1.7936527827966031,9.4913285E-6,6457.371,4.286,-0.8048,3737.8618,0.1485,1.1358,0.10493002,F
4686368597698825728,2.710298921488548,3.7830614E-5,5837.4053,3.7649,-0.7336,4508.207,0.3196,2.1304,-0.034993354,F
4686370208307093504,1.1891491542243677,1.2635636E-5,5946.5625,4.6812,-1.9566,2596.7642,0.0088,0.6451,0.5288158,F
4686370487479643776,1.6046061366256603,1.1678577E-4,5926.4414,4.5898,-4.115,1859.9141,0.035,0.6866,0.08029191,B
4686373614220578176,1.73611444541633,1.1289889E-5,5819.19,4.4755,-1.0109,2756.6917,0.0089,0.8594,-0.07112574,F
4686376156841059584,1.5692221018562,2.8517352E-5,5859.852,4.6036,-3.0291,2411.4392,0.0239,0.6711,-0.13668568,F
4686377015834600960,3.751831826102718,5.649337E-5,6074.4355,3.9857,-1.1041,3196.2068,0.3924,1.9258,0.15421547,F
4686377561292948992,2.030548112958971,4.7213227E-5,,,,,,,,
4686378871260474880,1.5136029430103872,1.1480142E-5,5825.551,4.5589,-3.7509,2354.6924,0.0064,0.7369,0.04576436,B
4686385983727482624,2.475469355365513,2.5102952E-5,5951.0664,4.1383,-2.1396,3216.5886,0.0719,1.4463,-0.06707062,B
4686386494824957568,1.2006213939783992,3.1354804E-5,5926.1323,4.6064,-2.3654,2298.5618,0.0214,0.6787,0.3307473,B
4686386769703071744,1.9887792153501815,1.9570964E-5,6182.046,4.2917,-1.0284,3031.9573,0.1443,1.0474,-0.04117336,F
4686387186318348800,1.698883507248958,8.554016E-5,5745.1665,4.6192,-2.2543,2232.5645,0.0068,0.6688,0.2686764,F
4686387456897187456,1.3639749757116038,8.390419E-6,5807.844,4.65,-3.3823,2092.8958,0.0058,0.6412,0.099569514,unknown
4686396635246245632,1.3429061651189564,2.791759E-5,5934.05,4.591,-2.2707,2349.0037,0.0121,0.6882,0.34629077,B
4686400277378629760,3.0085838679760646,5.9399714E-5,5571.736,3.7641,-0.8234,3739.3315,0.0555,1.9753,0.20480809,F
4686404881583507712,1.4343766085359202,6.47683E-6,5581.1187,4.5344,-2.4483,1896.7335,0.0423,0.7529,-0.14091001,G
4686405431339293568,2.2824276254874354,1.777228E-4,5869.2207,4.4889,-0.8993,1917.3093,0.242,0.8013,0.09545756,F
4686407905240402944,1.5758671558306019,8.2997685E-5,5409.3877,4.7159,-2.6805,1846.9825,0.019,0.5668,0.3244658,A
4686410516580489216,3.5304969284163525,3.5218362E-4,5554.9653,4.2663,-1.118,2426.325,0.0053,1.2082,0.023478545,unknown
4686496896959233280,5.126246972974812,1.19203396E-4,5968.7964,3.6746,-0.2421,4146.3003,0.4092,2.8169,0.18102407,G
4686478858096447104,1.4352382622683233,5.3853197E-5,5661.619,4.684,-3.7107,2918.3203,0.0059,0.6085,,
4686501191926489984,2.3936307466742885,4.386619E-5,6207.0234,4.3925,-1.3475,2210.4465,0.3641,0.9068,0.21382008,F
4686503906345740160,1.2829275165141931,1.2836661E-5,6076.917,4.501,-1.204,2934.5867,0.0138,0.8017,-0.12187253,unknown
4686513350979950336,1.1090827589318473,2.6368094E-5,5954.0464,4.5947,-2.0085,2657.0085,0.0047,0.6926,0.115521744,F
4686514003811191424,1.7472624952011933,3.1170486E-5,5854.8936,4.609,-4.0133,1778.5098,0.0475,0.6697,,
4686517203564458624,1.3562747901336885,1.0968692E-5,5729.978,4.3948,-3.84,2887.4758,0.0149,0.9515,0.13720953,B
4686519230789338368,4.489370418578636,9.749801E-5,6367.541,3.8937,-0.3409,3898.7122,0.4988,2.3592,-0.008472778,F
4686548191751861760,1.2499492292356074,1.6770407E-5,5738.5723,4.6345,-3.5772,2145.886,0.0155,0.6401,0.033525925,B
4686549359983127808,0.79932122515173,2.6635322E-5,6176.384,4.6962,-2.4123,4448.3174,0.004,0.6548,,
4686649763433745280,2.549120577935583,5.1961546E-5,6733.2783,4.026,-0.2297,3751.4937,0.4998,1.8717,0.266659,F
4686653263832143104,1.5474873639850821,3.1842046E-5,5751.62,4.4854,-1.3574,2477.481,0.0131,0.8325,-0.122680336,F
4686720922451566464,1.2334760270512188,2.989229E-5,6047.185,4.6514,-4.0173,2205.77,0.007,0.67,-0.24420837,F
4686950273705232640,1.3425035544678434,2.5050684E-5,6121.873,4.698,-2.5849,3165.5657,0.0047,0.6501,,
4686957862913707136,1.3992868333230621,1.0289066E-4,5849.3613,4.6157,-1.4448,2371.25,0.0085,0.6876,0.8111782,F
4687123240641568384,2.8488837085157175,1.7048963E-4,,,,,,,-0.056749575,F
4687124026609647616,1.2214478789976064,1.0971629E-5,5786.9375,4.6251,-3.8255,2377.8057,0.0038,0.6509,0.15136975,unknown
4687126195579053824,1.2018865726146977,4.231043E-5,5885.2754,4.6122,-3.9643,2453.1926,0.0524,0.6688,0.031237664,B
4687126401737462784,1.611921446589296,5.7269986E-5,5667.5464,4.4961,-2.4812,2267.091,0.0278,0.8065,-0.15590636,B
4687127496943577088,1.2615471941220213,2.7660015E-5,5902.418,4.6034,-3.6854,2727.2322,0.0048,0.677,,
4687128012339674752,1.401809046156096,3.233839E-5,5779.562,4.6142,-1.6491,2124.9324,0.0097,0.6649,-0.05754257,G
4687128119724300288,2.0104019559904662,3.257062E-5,6191.3247,4.1688,-1.0151,3289.2598,0.2637,1.2075,0.10240774,F
4687129592888020992,1.1188674674559114,1.51839795E-5,5633.864,4.6621,-3.6057,2278.439,0.0184,0.6139,,
4687129803351324928,1.7700841185294591,2.4361769E-5,6271.837,4.3871,-1.2331,3009.193,0.4244,0.9275,0.19061352,F
4687130353107272704,1.2778495522836484,8.522854E-5,6287.4326,4.2608,-1.3266,3366.932,0.1722,1.073,0.004361317,F
4687131040287744384,2.060477108429732,1.3158526E-4,5814.049,4.3833,-4.0,2616.687,0.0171,0.9721,-0.23160306,B
4687131345234477184,1.4288920588467329,2.8813098E-5,5908.519,4.5896,-3.8357,2372.3762,0.0076,0.6856,0.070999585,B
4687133716057313664,1.4637467430154447,3.3404223E-5,,,,,,,0.0908211,F
4687134476260609024,1.6757623141626246,3.3993372E-5,5652.017,4.6167,-1.1816,2079.8604,0.0187,0.6681,0.3356027,F
4687138285903676416,2.160116148732936,3.8876402E-5,6176.933,4.1311,-1.1545,3316.474,0.4443,1.2569,0.019764597,F
4687139080480865920,4.700528680131217,2.1325063E-4,5822.456,3.5973,-0.5605,4698.2334,0.3496,2.9857,0.09859086,F
4687139870754774656,1.8424236675817778,3.7681297E-5,,,,,,,,
4687140420510599808,1.7088851722703347,2.1004367E-5,5785.2383,4.6179,-1.1024,2239.3647,0.01,0.6892,0.40243483,A
4687141790595607040,3.1560612039433273,7.957155E-5,6088.8784,3.8564,-1.4534,3492.3079,0.2508,1.7398,-0.0877645,B
4687142443430828800,1.3650164571462793,5.7364727E-5,5893.4814,4.5924,-2.26,2256.9531,0.0213,0.6828,-0.18904649,B
4687142477790492544,1.2852575079709574,2.649004E-5,6190.604,4.4545,-1.2184,3298.2212,0.0969,0.9011,0.22481441,unknown
4687142722612869248,1.9773774891795293,1.8799414E-5,5451.2935,4.3996,-1.4848,2509.3496,0.0781,0.94,0.10365464,G
4687143581606503296,4.277449370049617,1.365555E-4,5913.325,3.8151,-0.1335,4305.8057,0.0119,2.2923,0.009254834,F
4687143920899353472,2.570814781058041,1.017637E-4,5959.5107,3.8493,-1.3328,4002.072,0.428,1.7441,0.04718815,F
4687144749837529472,2.7945556654777657,4.369994E-5,6502.5923,4.1317,-0.6562,3556.404,0.5252,1.4188,0.06326115,F
4687145230873798528,1.3209084964123041,1.9446317E-5,5976.781,4.635,-3.6991,2487.3364,0.0059,0.67,,
4687145918068519168,2.323322411356367,1.9889318E-5,5512.7075,4.3717,-0.977,2764.4875,0.0055,1.0115,0.20444444,F
4687146119923431680,1.4426017279167718,2.8706872E-5,5528.8193,4.693,-2.723,2057.3052,0.0138,0.5896,,
4687146502183950080,1.284512577082303,1.45616095E-5,5694.5176,4.6205,-1.106,2440.8713,0.0027,0.6767,0.25937337,F
4687146536543695744,1.6072569576398181,1.4318205E-5,5688.0312,4.5484,-3.9525,2209.9966,0.0056,0.7416,-0.12343165,B
4687146566618424960,1.9328745889620016,1.921459E-5,5563.065,4.2413,-3.6786,3081.7976,0.0145,1.2062,0.18971848,F
4687146605263275648,1.560537044335926,6.550815E-5,5863.2373,4.6462,-1.4868,2481.2266,0.0116,0.6645,0.12267292,F
4687146948860608768,2.545036197686995,1.0698946E-4,5931.9556,3.7271,-1.8871,4314.1934,0.0985,1.9919,,
4687147223738993536,1.263854148737131,4.0877167E-5,5956.028,4.6556,-2.5879,2761.4478,0.0039,0.6578,,
4687147391234699008,2.577144361322124,6.789087E-5,,,,,,,0.04248671,F
4687147532984300288,1.6706058233084387,3.2524604E-5,5524.077,4.6743,-1.6124,1913.4209,0.0183,0.6074,-0.05964096,unknown
4687148288890395392,1.544233011641066,2.1521479E-5,5631.1426,4.655,-1.6356,2103.0254,0.0086,0.6282,0.029509792,A
4687148804286510976,1.8883790153690942,4.1889314E-5,5671.4805,4.5179,-3.8523,2199.1392,0.0319,0.7785,0.24826047,B
4687149006141743872,2.872104260937097,9.163521E-5,5859.0347,3.5928,-1.1972,4836.4976,0.0581,2.6008,-0.08566606,B
