p1,int_average_g,type_best_classification,type2_best_sub_classification,mode_best_classification
1.9046263369562455,18.29886372652283,T2CEP,BL_HER,NOT_APPLICABLE
3.184941780101668,15.853752647296258,DCEP,,FUNDAMENTAL
1.3582906262235817,16.63997304284233,DCEP,,FUNDAMENTAL
2.246948475959039,15.904065937481427,DCEP,,FIRST_OVERTONE
1.7964833050075029,16.02285565201912,DCEP,,FIRST_OVERTONE
2.735955594066716,16.026136937514963,DCEP,,FUNDAMENTAL
1.3645965821912767,15.894385775513122,DCEP,,FIRST_OVERTONE
2.082202566320138,15.621039343999453,DCEP,,FIRST_OVERTONE
3.551012746117911,15.885866540499215,DCEP,,FUNDAMENTAL
2.8725026028226432,15.907197755121132,DCEP,,FUNDAMENTAL
3.189016468487321,15.781856955312122,DCEP,,FUNDAMENTAL
1.9365713910811884,15.779230171466699,DCEP,,FIRST_OVERTONE
3.061272352928914,15.044462365349986,DCEP,,FIRST_OVERTONE
1.513149537104708,15.92730874681422,DCEP,,FIRST_OVERTONE
1.6866319760305182,17.415598036459627,ACEP,,FUNDAMENTAL
3.005664514552127,15.9396884064426,DCEP,,FUNDAMENTAL
3.1633237309289943,15.557569974286437,DCEP,,FUNDAMENTAL
3.1368363884854973,15.827189059759778,DCEP,,FUNDAMENTAL
2.3270583361141717,16.245598101135208,DCEP,,FUNDAMENTAL
2.4189568115777544,16.18336227091951,DCEP,,FUNDAMENTAL
2.3915317015902877,15.551103241981883,DCEP,,FIRST_OVERTONE
10.920944570739804,16.64193388674835,T2CEP,W_VIR,NOT_APPLICABLE
2.392241620330483,15.835793783550034,DCEP,,FUNDAMENTAL
3.083855367722869,15.793712908930997,DCEP,,FUNDAMENTAL
4.638327443517453,15.225262837422784,DCEP,,FUNDAMENTAL
1.9071572776209258,15.637562410704376,DCEP,,FIRST_OVERTONE
11.395881107996718,16.75616734454041,T2CEP,W_VIR,NOT_APPLICABLE
0.34026756406742736,17.942519361957274,DCEP,,UNDEFINED
8.058018796214725,14.617314876472056,DCEP,,FUNDAMENTAL
2.351607725074111,15.520875887578246,DCEP,,FIRST_OVERTONE
2.6809966020055764,15.94897807587432,DCEP,,FUNDAMENTAL
1.9188322270751519,16.000614490152984,DCEP,,FIRST_OVERTONE
3.102102059253183,15.788983446803655,DCEP,,FUNDAMENTAL
2.728928255883268,15.858249583992713,DCEP,,FUNDAMENTAL
3.1377099021316712,15.704574000813643,DCEP,,FUNDAMENTAL
2.867702014785594,15.787623395146928,DCEP,,FUNDAMENTAL
1.8184586494821362,15.741436454093108,DCEP,,FIRST_OVERTONE
4.516740483686645,15.437017397009939,DCEP,,FUNDAMENTAL
1.838331206990298,15.853845645889162,DCEP,,FIRST_OVERTONE
2.143176930415135,15.869807727436138,DCEP,,FIRST_OVERTONE
3.133501253524925,15.619903048883728,DCEP,,UNDEFINED
3.260662402748548,15.878866815403654,DCEP,,FUNDAMENTAL
4.4333917602905055,15.337767446942847,DCEP,,FUNDAMENTAL
17.198216638888624,14.060314406119382,DCEP,,FUNDAMENTAL
0.9834133214367593,16.969597211445183,DCEP,,FIRST_OVERTONE
3.0142961240369415,15.175390582473252,DCEP,,FIRST_OVERTONE
2.7120004190641316,15.95149642621024,DCEP,,FUNDAMENTAL
1.2614038441751954,16.409377219366558,DCEP,,FIRST_OVERTONE
2.3573498173613343,15.923572433457876,DCEP,,FUNDAMENTAL
2.8613687677129063,15.963424483332505,DCEP,,FUNDAMENTAL
1.7940324045857323,15.739527239865591,DCEP,,FIRST_OVERTONE
4.241419072691122,15.587222998379314,DCEP,,FUNDAMENTAL
4.461056139294189,15.510221373980803,DCEP,,FUNDAMENTAL
1.9665796784546692,15.90311919203059,DCEP,,FIRST_OVERTONE
2.9313111021945466,15.918240442779734,DCEP,,FUNDAMENTAL
36.58807891908117,12.382594485154154,DCEP,,FUNDAMENTAL
1.321275550040283,16.286678019211354,DCEP,,FIRST_OVERTONE
2.5571394760958155,16.055931790012654,DCEP,,FUNDAMENTAL
1.727162441338251,16.60879288950661,DCEP,,FUNDAMENTAL
4.483398041357967,15.561943395861084,DCEP,,FUNDAMENTAL
4.112383356694806,15.595570714199003,DCEP,,FUNDAMENTAL
1.8602602744992054,15.747773296940899,DCEP,,FIRST_OVERTONE
1.9071711794493014,15.721773293595156,DCEP,,FIRST_OVERTONE
0.85500597780218,16.978626861789635,DCEP,,FIRST_OVERTONE
4.012077278211233,15.32988945702667,DCEP,,FUNDAMENTAL
3.0893042557390906,14.99216320330357,DCEP,,FIRST_OVERTONE
2.8098495101076346,15.98992520738032,DCEP,,FUNDAMENTAL
1.8944537611764094,15.75061045515193,DCEP,,FIRST_OVERTONE
3.6588796105481567,14.879022595927793,DCEP,,FIRST_OVERTONE
1.146384862513182,16.53677434114066,DCEP,,FIRST_OVERTONE
2.3066066730320354,15.483001551108671,DCEP,,FIRST_OVERTONE
1.6057262810291262,18.84061554860171,T2CEP,BL_HER,NOT_APPLICABLE
0.9746532865994434,16.765449550887052,DCEP,,FIRST_OVERTONE
2.20390972444827,15.617743162891191,DCEP,,FIRST_OVERTONE
3.008885156111016,15.629927532341654,DCEP,,FUNDAMENTAL
2.0312920353296295,15.816153608881775,DCEP,,FIRST_OVERTONE
7.370576920696372,14.742502840560366,DCEP,,FUNDAMENTAL
2.5368323703881086,15.373369082603086,DCEP,,FIRST_OVERTONE
2.355243343921845,15.46965297022712,DCEP,,FIRST_OVERTONE
3.663879955839052,15.652453832063353,DCEP,,FUNDAMENTAL
2.237711909691858,15.70644250643153,DCEP,,FIRST_OVERTONE
8.35581887671212,14.49798306957181,DCEP,,FUNDAMENTAL
2.7365330359721654,16.03796644697917,DCEP,,FUNDAMENTAL
1.8727223802841004,15.699167736993125,DCEP,,FIRST_OVERTONE
4.390649963444454,15.46289000113654,DCEP,,FUNDAMENTAL
3.3057395327394836,15.793809151092546,DCEP,,FUNDAMENTAL
3.8178991842549577,14.84571293325258,DCEP,,FIRST_OVERTONE
2.0388879577471717,15.93104071050453,DCEP,,FIRST_OVERTONE
2.9083143042798896,15.857380147791618,DCEP,,FUNDAMENTAL
1.9712827545804015,15.561855327859499,DCEP,,FIRST_OVERTONE
3.8148054961482805,15.614826704577169,DCEP,,FUNDAMENTAL
18.406912103188187,16.92593481803844,T2CEP,W_VIR,NOT_APPLICABLE
1.0857061879083862,16.63331970725774,DCEP,,FIRST_OVERTONE
3.97150734177301,15.571254209047211,DCEP,,FUNDAMENTAL
2.3680668083296728,15.449212663655151,DCEP,,FIRST_OVERTONE
3.1218348706889056,15.82683353471018,DCEP,,FUNDAMENTAL
3.757028053160366,15.616102955688971,DCEP,,FUNDAMENTAL
4.509272637932003,15.373705431728773,DCEP,,FUNDAMENTAL
7.701664536991498,16.805843928290113,T2CEP,W_VIR,NOT_APPLICABLE
3.1864123673127813,15.223483310252357,DCEP,,FIRST_OVERTONE
3.3238160093376607,15.683243484677181,DCEP,,FUNDAMENTAL
3.2639800608272065,15.64384399377899,DCEP,,FUNDAMENTAL
3.3273222666414433,15.877829348680264,DCEP,,FUNDAMENTAL
1.821529331017156,15.74325844354086,DCEP,,FIRST_OVERTONE
1.550166357909904,15.879168288648064,DCEP,,FIRST_OVERTONE
2.280475666684767,15.587494431046974,DCEP,,FIRST_OVERTONE
1.9442708319068218,15.638457816910714,DCEP,,FIRST_OVERTONE
0.5911421779193207,17.621045185872443,DCEP,,FIRST_OVERTONE
2.6850317499527803,15.581534879801753,DCEP,,FIRST_OVERTONE
0.7856458598021651,17.079809223178476,DCEP,,FIRST_OVERTONE
4.6624764134972025,15.29269705957933,DCEP,,FUNDAMENTAL
3.4122750789870873,15.679167256155537,DCEP,,FUNDAMENTAL
4.871656232441979,15.339650044153396,DCEP,,FUNDAMENTAL
0.3206493123883114,18.20244371057466,DCEP,,UNDEFINED
2.0349218553997312,15.834071393249067,DCEP,,FIRST_OVERTONE
3.965093798318535,15.580204182326533,DCEP,,FUNDAMENTAL
3.3276417782387635,15.844429870045548,DCEP,,FUNDAMENTAL
4.325594558029613,15.51425067024036,DCEP,,FUNDAMENTAL
4.752068810857089,15.330565901260824,DCEP,,FUNDAMENTAL
3.9167328020398258,15.574309991126718,DCEP,,FUNDAMENTAL
4.103340315648827,15.065788069243302,DCEP,,FUNDAMENTAL
1.2385156834029274,16.460588637931075,DCEP,,FIRST_OVERTONE
1.814746329208298,15.746999367852483,DCEP,,FIRST_OVERTONE
3.2072123206637797,15.677148907164515,DCEP,,FUNDAMENTAL
1.9690844595562818,15.547764482478518,DCEP,,FIRST_OVERTONE
1.89832666242811,15.803629280682701,DCEP,,FIRST_OVERTONE
1.780778210168844,16.650291917463033,DCEP,,FUNDAMENTAL
3.9150947568321226,15.385200157933163,DCEP,,FUNDAMENTAL
1.7723267052199412,15.788164837359211,DCEP,,FIRST_OVERTONE
3.832990661575628,15.43851533389608,DCEP,,FUNDAMENTAL
3.82720494711617,15.486136303796197,DCEP,,FUNDAMENTAL
3.1891915135168563,15.886257701427443,DCEP,,FUNDAMENTAL
1.5286369855920232,16.00880621400498,DCEP,,FIRST_OVERTONE
4.605455818634044,15.390937235067222,DCEP,,FUNDAMENTAL
1.303521191570617,16.20833213202802,DCEP,,FIRST_OVERTONE
3.127269848111041,15.755029756285573,DCEP,,FUNDAMENTAL
1.7397979450560674,16.014698596494956,DCEP,,FIRST_OVERTONE
3.049108107672733,15.750897477564934,DCEP,,FUNDAMENTAL
2.5307574210859896,15.585690811739987,DCEP,,FIRST_OVERTONE
2.5179887786184865,15.975359930564597,DCEP,,FUNDAMENTAL
1.9286716355158957,15.870465542322357,DCEP,,FIRST_OVERTONE
2.131813159297078,15.757553580847523,DCEP,,FIRST_OVERTONE
3.007889209814296,15.879771029444484,DCEP,,FUNDAMENTAL
3.0005080493816374,15.764737328057965,DCEP,,FUNDAMENTAL
2.4018381427911626,15.410281976427495,DCEP,,FIRST_OVERTONE
1.777029614353942,16.467698992094732,DCEP,,FUNDAMENTAL
4.856932874583605,15.3370656800832,DCEP,,FUNDAMENTAL
5.2034085044534795,15.206291080361103,DCEP,,FUNDAMENTAL
5.48320085905347,14.971707300151845,DCEP,,FUNDAMENTAL
3.0901564412230145,15.823656394057775,DCEP,,FUNDAMENTAL
8.341207365724667,14.695513384308684,DCEP,,FUNDAMENTAL
4.133682811580909,15.684833156659488,DCEP,,FUNDAMENTAL
4.97305351395358,15.225011820189163,DCEP,,FUNDAMENTAL
3.372440841663367,15.657390179826255,DCEP,,FUNDAMENTAL
0.6042852468983619,17.48970966185208,DCEP,,FIRST_OVERTONE
1.3935316026054405,16.303029897892618,DCEP,,FIRST_OVERTONE
3.6502407106664214,14.938250808282918,DCEP,,FUNDAMENTAL
3.7066567145407117,15.660581216074302,DCEP,,FUNDAMENTAL
3.1492517607009356,15.874194566980444,DCEP,,FUNDAMENTAL
3.3777022845394113,15.799065911954484,DCEP,,FUNDAMENTAL
3.095060594676102,15.780398517925718,DCEP,,FUNDAMENTAL
