p1,int_average_g,type_best_classification,type2_best_sub_classification,mode_best_classification
23.990935082941796,13.02591923314666,DCEP,,FUNDAMENTAL
3.4785485911080705,15.739158089226526,DCEP,,FUNDAMENTAL
3.1676505923575196,15.624604363189356,DCEP,,FUNDAMENTAL
2.770702962600566,15.96437822981325,DCEP,,FUNDAMENTAL
3.1399436871500552,15.854365751138948,DCEP,,FUNDAMENTAL
2.9993022747258924,15.872251192618014,DCEP,,FUNDAMENTAL
2.89936104632011,15.851123158765876,DCEP,,FUNDAMENTAL
5.607372880778524,15.003607697382478,DCEP,,FUNDAMENTAL
3.734335975579201,15.454681093518461,DCEP,,FUNDAMENTAL
3.035022585213222,17.32261382166459,T2CEP,BL_HER,NOT_APPLICABLE
3.508983512281419,15.620952902452988,DCEP,,FUNDAMENTAL
1.636261147975916,16.11055008686317,DCEP,,FIRST_OVERTONE
3.649851151576631,15.65810913513597,DCEP,,FUNDAMENTAL
2.5468298926507056,15.372966501971014,DCEP,,FIRST_OVERTONE
4.81910182168347,15.369624992700421,DCEP,,FUNDAMENTAL
2.6153187016903434,15.97296993608893,DCEP,,FUNDAMENTAL
11.423888130264938,17.694176560282703,T2CEP,BL_HER,NOT_APPLICABLE
7.699046525935431,14.96009755877714,DCEP,,FUNDAMENTAL
1.3839848488786903,16.299639807051843,DCEP,,FIRST_OVERTONE
1.0457726561100757,17.0121404500359,DCEP,,FIRST_OVERTONE
4.618743601423964,14.319135060414236,DCEP,,FIRST_OVERTONE
2.7714970695217267,15.806282871964356,DCEP,,FUNDAMENTAL
3.254916964367207,15.696799503305636,DCEP,,FUNDAMENTAL
1.013906293678378,16.714004014674593,DCEP,,FIRST_OVERTONE
3.424574534848388,15.595243389863626,DCEP,,FUNDAMENTAL
0.8787378303085678,17.059646555841425,DCEP,,FIRST_OVERTONE
1.3209035490833327,16.44247660025051,DCEP,,FIRST_OVERTONE
0.43233838872973945,17.98961093686328,ACEP,,UNDEFINED
0.4881672966311907,18.18961141866115,ACEP,,FIRST_OVERTONE
1.4692288361064119,17.170840294180817,DCEP,,FUNDAMENTAL
1.6538313339539585,16.295104458843937,DCEP,,FIRST_OVERTONE
3.376446898849371,15.692010114593023,DCEP,,FUNDAMENTAL
2.0723749322354954,15.523727198321492,DCEP,,FIRST_OVERTONE
1.0837598079358812,17.629113308564627,ACEP,,FUNDAMENTAL
3.5649313772400375,15.742092703556256,DCEP,,FUNDAMENTAL
3.9661342502365398,15.501031032715078,DCEP,,FUNDAMENTAL
6.355846244214253,14.970464675052073,DCEP,,FUNDAMENTAL
3.5319999050385884,15.345916623118587,DCEP,,FUNDAMENTAL
4.242991442341606,15.509920977336538,DCEP,,FUNDAMENTAL
1.8814787315774395,16.50384118694221,DCEP,,FUNDAMENTAL
2.3771824012626714,15.457224316041518,DCEP,,FIRST_OVERTONE
2.277383887051207,16.22918014600515,DCEP,,FUNDAMENTAL
3.1234175021537416,15.821864498495712,DCEP,,FUNDAMENTAL
5.2399348095974005,15.020820561051558,DCEP,,FUNDAMENTAL
2.9854927944604635,15.731157375901333,DCEP,,FUNDAMENTAL
0.9634910084422168,16.80850489057765,DCEP,,FIRST_OVERTONE
2.29474171043258,15.789405646004965,DCEP,,FIRST_OVERTONE
3.0987748800851023,16.00771235189232,DCEP,,FUNDAMENTAL
1.7975196052054025,17.203996788147645,ACEP,,FUNDAMENTAL
4.50190927618854,15.330833280426182,DCEP,,FUNDAMENTAL
3.5978381145352407,15.456006206507043,DCEP,,FUNDAMENTAL
2.4634118242889467,16.098124102451862,DCEP,,FUNDAMENTAL
4.625034926760223,15.026671065435657,DCEP,,FUNDAMENTAL
4.314210475235928,14.983395181281832,DCEP,,FUNDAMENTAL
2.133643984686103,15.4038378418069,DCEP,,FIRST_OVERTONE
2.0621200717158708,15.46370878456498,DCEP,,FIRST_OVERTONE
2.1167436868895306,15.503599651349216,DCEP,,FIRST_OVERTONE
2.799346760198584,15.953389245359077,DCEP,,FUNDAMENTAL
1.6991560124522904,15.790605402273467,DCEP,,UNDEFINED
3.7728002865539527,15.5920501474859,DCEP,,FUNDAMENTAL
4.9150179984491205,15.337760639265486,DCEP,,FUNDAMENTAL
3.6503436348104517,15.404871183247863,DCEP,,FUNDAMENTAL
1.8918518386475387,15.641198992806318,DCEP,,FIRST_OVERTONE
2.152568141925414,15.45736568186216,DCEP,,FIRST_OVERTONE
2.438259799502218,15.337075959274745,DCEP,,FIRST_OVERTONE
4.565644793519513,15.145787367108465,DCEP,,FUNDAMENTAL
0.9850654480897322,16.83352536792645,DCEP,,FIRST_OVERTONE
1.9668335492491238,15.813106476842067,DCEP,,FIRST_OVERTONE
2.008517741090782,15.808755869702594,DCEP,,FIRST_OVERTONE
2.498499616623866,15.31229937927412,DCEP,,FIRST_OVERTONE
3.0623677067508934,15.056866996625711,DCEP,,FIRST_OVERTONE
0.9571954797227499,16.877575452672026,DCEP,,FIRST_OVERTONE
17.507303380472578,13.876123343712228,DCEP,,FUNDAMENTAL
3.067426573617778,15.865255035973838,DCEP,,FUNDAMENTAL
2.730754658269923,15.88615202555264,DCEP,,FUNDAMENTAL
3.5891565359344564,15.68630929084023,DCEP,,FUNDAMENTAL
2.1289830188433454,15.707499107115748,DCEP,,FIRST_OVERTONE
2.975155059809725,15.886924821934677,DCEP,,FUNDAMENTAL
3.825137835005462,15.639652318301325,DCEP,,FUNDAMENTAL
3.465382021106747,15.704425534238247,DCEP,,FUNDAMENTAL
3.7747799454540854,17.718682536024925,T2CEP,BL_HER,NOT_APPLICABLE
3.2029838241263757,15.718719505868947,DCEP,,FUNDAMENTAL
3.4431941971418096,15.57790628636633,DCEP,,FUNDAMENTAL
2.040369747306963,15.490674807731178,DCEP,,FIRST_OVERTONE
3.1436426237584767,15.860633808494365,DCEP,,FUNDAMENTAL
0.3475811291601403,18.092453409030405,DCEP,,UNDEFINED
2.3206719606390416,15.438655929121017,DCEP,,FIRST_OVERTONE
3.0025726761446436,17.260159906048678,DCEP,,UNDEFINED
3.89365309529366,15.63050092602367,DCEP,,FUNDAMENTAL
3.270685550719432,15.626057482538588,DCEP,,FUNDAMENTAL
3.6303589379877534,15.790100535570028,DCEP,,FUNDAMENTAL
1.8019259901843065,15.910192587557708,DCEP,,FIRST_OVERTONE
3.2864174410468068,15.722365047996373,DCEP,,FUNDAMENTAL
2.933246831973464,15.86575201914723,DCEP,,FUNDAMENTAL
0.6765694620647279,17.00127160542445,DCEP,,UNDEFINED
4.050420125228424,15.588562393852188,DCEP,,FUNDAMENTAL
3.0915716698561724,15.725886624810585,DCEP,,FUNDAMENTAL
5.051603375586386,15.336717504583381,DCEP,,FUNDAMENTAL
3.540961023824557,15.647781700664096,DCEP,,FUNDAMENTAL
2.6975296026757567,15.7628572936758,DCEP,,FUNDAMENTAL
0.45202156404355187,18.055518399782734,DCEP,,FIRST_OVERTONE
2.4672662155119798,16.0036551073344,DCEP,,FUNDAMENTAL
1.6790552155981178,15.796911971502556,DCEP,,FIRST_OVERTONE
3.2462472366334687,15.759607643391767,DCEP,,FUNDAMENTAL
4.246940488779154,15.107028779892488,DCEP,,FIRST_OVERTONE
2.1492043428565557,16.467852316672797,DCEP,,FUNDAMENTAL
12.23785954838092,14.423556506482855,DCEP,,FUNDAMENTAL
3.9516848606267647,15.541273435048254,DCEP,,FUNDAMENTAL
4.46653912340687,14.700985329795353,DCEP,,FIRST_OVERTONE
2.9404582726777457,15.793668465649105,DCEP,,FUNDAMENTAL
4.507674189516261,15.2453735376335,DCEP,,FUNDAMENTAL
2.930170147561659,15.888127508200341,DCEP,,FUNDAMENTAL
5.082996771387991,15.230520474523955,DCEP,,FUNDAMENTAL
1.845581324861673,18.193324155723282,T2CEP,BL_HER,NOT_APPLICABLE
3.2086353119640343,15.690051389980892,DCEP,,FUNDAMENTAL
0.9530569712079863,16.794201817222202,DCEP,,FIRST_OVERTONE
2.5060809596824245,15.874137980952458,DCEP,,FUNDAMENTAL
2.584860565446788,15.289556421350852,DCEP,,FIRST_OVERTONE
2.603786807803663,15.99359307954276,DCEP,,FUNDAMENTAL
3.015901833477129,15.905930427132322,DCEP,,FUNDAMENTAL
3.1008986899956836,15.831561246080588,DCEP,,FUNDAMENTAL
3.439113080645043,15.527404187282063,DCEP,,FUNDAMENTAL
2.7247244390795515,15.942730018072531,DCEP,,FUNDAMENTAL
3.054498576692009,15.787387974909615,DCEP,,FUNDAMENTAL
3.5229121609479015,15.720495493046048,DCEP,,FUNDAMENTAL
2.007014777204929,15.942261565640035,DCEP,,FIRST_OVERTONE
3.4514001594591552,15.755761862961453,DCEP,,FUNDAMENTAL
3.0835513532790566,15.873642887870375,DCEP,,FUNDAMENTAL
2.959238401261483,15.928993573536694,DCEP,,FUNDAMENTAL
3.189442257154343,15.742704432213229,DCEP,,FUNDAMENTAL
2.9714547989059326,15.935229316831501,DCEP,,FUNDAMENTAL
1.041476096525835,16.309134591956575,DCEP,,FIRST_OVERTONE
1.7529257774459661,16.100813327071826,DCEP,,FIRST_OVERTONE
2.682816392058068,16.07261006857566,DCEP,,FUNDAMENTAL
1.7707365539334083,16.404715349241584,DCEP,,FUNDAMENTAL
2.936731719164012,15.95455313607081,DCEP,,FUNDAMENTAL
1.0203331651132843,16.821754158744696,DCEP,,FIRST_OVERTONE
0.7607422120468565,17.656459130799455,ACEP,,FIRST_OVERTONE
1.0640043462012487,16.746192177198857,DCEP,,FIRST_OVERTONE
1.285978143827239,18.117626717508948,T2CEP,BL_HER,NOT_APPLICABLE
3.3368325978909374,15.567131944252228,DCEP,,FUNDAMENTAL
2.008242983785538,16.182353757084357,DCEP,,FUNDAMENTAL
2.7010929811647104,15.884702799960056,DCEP,,FUNDAMENTAL
8.127093303760262,14.465163399316479,DCEP,,FUNDAMENTAL
3.1394006726399413,15.844610189794556,DCEP,,FUNDAMENTAL
2.585797666981337,15.544548073191784,DCEP,,FIRST_OVERTONE
1.314267968962164,16.349901708325085,DCEP,,FIRST_OVERTONE
1.2797190579333755,16.30531957149232,DCEP,,FIRST_OVERTONE
1.1346583891134348,17.307849229004937,DCEP,,FUNDAMENTAL
0.6934809107186733,17.27491961688378,DCEP,,FIRST_OVERTONE
2.8917943374100123,15.883143675379017,DCEP,,FUNDAMENTAL
0.8457323184915518,17.522094316910216,DCEP,,UNDEFINED
2.1120606763493406,15.464346875425418,DCEP,,FIRST_OVERTONE
1.206988995267577,18.394504247311204,T2CEP,BL_HER,NOT_APPLICABLE
1.3608522316933767,18.226371952378646,T2CEP,BL_HER,NOT_APPLICABLE
1.2341312557291642,17.35625471328237,DCEP,,FUNDAMENTAL
0.7029432836469706,18.48970960799203,ACEP,,FUNDAMENTAL
0.6352352578039027,17.091112577619867,DCEP,,UNDEFINED
1.9903190594900613,17.709771455626722,T2CEP,BL_HER,NOT_APPLICABLE
0.8632901563797455,16.87699900087506,DCEP,,FIRST_OVERTONE
3.871185812178559,15.553745003868888,DCEP,,FUNDAMENTAL
1.2848827763018191,16.9020114905883,DCEP,,FIRST_OVERTONE
0.535946730433811,18.10090016733367,ACEP,,FIRST_OVERTONE
0.5898694459672468,17.81741257840522,ACEP,,FIRST_OVERTONE
0.8227544017938375,17.762736643672813,ACEP,,FIRST_OVERTONE
4.632842918135649,15.444931956990827,DCEP,,FUNDAMENTAL
1.0371626352128962,17.21238463955705,ACEP,,FIRST_OVERTONE
1.0937955899309684,16.52226568270293,DCEP,,FIRST_OVERTONE
6.020571709481257,14.0031513353963,DCEP,,FUNDAMENTAL
1.3586126133930179,17.866178089547798,ACEP,,FUNDAMENTAL
2.797234182033531,16.239549787202193,DCEP,,FIRST_OVERTONE
1.3404894498308646,16.29743848562779,DCEP,,FIRST_OVERTONE
12.014967920715444,13.93391330594283,DCEP,,FUNDAMENTAL
6.305239624071165,16.88247417913725,T2CEP,W_VIR,NOT_APPLICABLE
32.1046221745262,15.478725321633215,T2CEP,RV_TAU,NOT_APPLICABLE
0.28700699727533097,17.949996388111032,DCEP,,UNDEFINED
33.2353253917114,15.477439140603675,T2CEP,RV_TAU,NOT_APPLICABLE
5.636752984520047,15.572364645557021,DCEP,,FUNDAMENTAL
0.3317316210186504,18.036504586254125,DCEP,,FIRST_OVERTONE
1.6296785410968853,16.646725706118048,DCEP,,FUNDAMENTAL
1.005808712311437,16.66736946507602,DCEP,,FIRST_OVERTONE
3.2282435969872387,14.852851707797061,DCEP,,FIRST_OVERTONE
0.6551208421148982,17.283211968026954,DCEP,,FIRST_OVERTONE
4.857266590289955,14.485296071621775,DCEP,,UNDEFINED
0.6543861505842765,17.551555446812973,DCEP,,UNDEFINED
6.966171211996417,15.253028430852549,DCEP,,FUNDAMENTAL
0.7993445387010221,17.330161342657888,DCEP,,FIRST_OVERTONE
2.514530284111277,14.924123200135519,DCEP,,FUNDAMENTAL
1.3865443697665365,17.649048912932045,ACEP,,FUNDAMENTAL
17.800625918426075,15.857936233809692,T2CEP,W_VIR,NOT_APPLICABLE
1.221461785247707,18.725743082892727,T2CEP,BL_HER,NOT_APPLICABLE
1.9046660265469053,15.885230338271024,DCEP,,FIRST_OVERTONE
